,text,label,polarity,textblob_polarity,textblob_sentiment,textblob_assessments,lm_polarity,lm,textblob
2913,UniCredito Spa reports Q4 results,2,0,0,0.0,[],0,1,1
2914,United Insurance Holdings Corp. Schedules 2019 Fourth Quarter and Year End Financial Results and Conference Call,2,0,0,0.0,"[('fourth', 0.0), ('financial', 0.0)]",0,1,1
2915,United Utilities Group reports 1H results,2,0,0,0.0,[],0,1,1
2916,Universal Security Instruments reports Q2 results,2,0,0,0.0,"[('universal', 0.0)]",0,1,1
2917,Upcoming #earnings reports https://t.co/iuOOhFSK6t $JEC $A $AMBA $BECN $CAL $GBDC $HPE $MTSC $NTNX $PANW $PVH $SR… https://t.co/6QBMgOkBiv,2,0,0,0.0,[],0,1,1
2918,Urovant Sciences to Report 2019 Third Fiscal Quarter Financial Results,2,0,0,0.0,"[('third', 0.0), ('financial', 0.0)]",0,1,1
2919,Vallourec S.A. Just Released Its Third-Quarter Earnings: Here's What Analysts Think,2,0,0,0.0,[],0,1,1
2920,Vans parent VF Corp. to update FY20 outlook on Q4 conference call,2,0,0,0.0,[],0,1,1
2921,Vecima Networks reports Q2 results,2,0,0,0.0,[],0,1,1
2922,Vecima Reports Q2 Fiscal 2020 Results,2,0,0,0.0,[],0,1,1
2923,Viper Energy Q4 2019 Earnings Preview,2,0,0,0.0,[],0,1,1
2924,Vir Biotechnology reports Q3 results,2,0,0,0.0,[],0,1,1
2925,Wereldhave N.V. reports Q4 results,2,0,0,0.0,[],0,1,1
2926,Weston George reports Q3 results,2,0,0,0.0,[],0,1,1
2927,What to expect in FedEx 2Q 2020 results,2,0,0,0.0,[],0,1,1
2928,Xylem Reports Fourth Quarter and Full-year 2019 Earnings,2,0,0,0.0,"[('fourth', 0.0)]",0,1,1
2929,Yara International reports Q4 results,2,0,0,0.0,"[('international', 0.0)]",0,1,1
2930,$UNG $UGAZ $DGAZ - Natural gas sinks 5% to near four-year lows https://t.co/U80UHz81yR,0,-1,0,0.03333333333333333,"[('natural', 0.1), ('sinks', -0.1), ('near', 0.1)]",-1,1,0
2931,"$USO $XLE $OIL - Oil slides amid output uncertainty, forecast for big Cushing stockpile gain https://t.co/1EV0cQBSx6",0,-1,0,0.0,"[('big', 0.0)]",1,0,0
2932,A global glut of LNG might force U.S. export plants to go idle https://t.co/X6YbpYenvU,0,-1,0,0.0,"[('global', 0.0)]",-1,1,0
2933,API data show a 6 million-barrel weekly rise in U.S. crude supply: sources,0,-1,-1,-0.7,"[('crude', -0.7)]",1,0,1
2934,"API data show a roughly 6 million-barrel weekly rise in U.S. crude stocks, sources say",0,-1,-1,-0.39999999999999997,"[('roughly', -0.1), ('crude', -0.7)]",1,0,1
2935,Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil,0,-1,0,0.0,"[('low', 0.0)]",-1,1,0
2936,Commodity Chaos Deepens as China LNG Buyer Invokes Force Majeure,0,-1,0,0.0,[],-1,1,0
2937,Coronavirus Hits Oil's Weakest Credits Hardest,0,-1,0,0.0,[],-1,1,0
2938,Crude Holds Below $50 as OPEC Dithers Over Virus Response,0,-1,-1,-0.7,"[('crude', -0.7)]",-1,1,1
2939,"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement",0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
2940,"Dec. WTI oil down $1.84, or 3.2%, to settle at $55.21/bbl",0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
2941,"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December",0,-1,0,0.0,[],1,0,0
2942,Energy Down As Oil Rally Stalls -- Energy Roundup #economy #MarketScreener https://t.co/voxopjD76f https://t.co/Gy8cJl9dT4,0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
2943,Energy Down With Energy Futures -- Energy Roundup #NYMEX #Stock #MarketScreener https://t.co/AlnK94i4ml https://t.co/NTsVYzzi6e,0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
2944,"Energy names lag on lower commodity prices for oil, gas",0,-1,0,0.0,[],-1,1,0
2945,Goldman's Currie Sees Worst Oil Demand Shock in a Decade,0,-1,-1,-1.0,"[('worst', -1.0)]",-1,1,1
2946,"Industrial goods, oil, gas get slammed as China coronavirus slashes demand",0,-1,0,0.0,[],-1,1,0
2947,Investors line up against Mizuho support for coal https://t.co/17Y4zoF1op https://t.co/7KmeGZ6oNl,0,-1,0,0.0,[],1,0,0
2948,"March WTI oil continues its decline, down 49 cents, or 1%, at $50.46/bbl",0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
2949,Mine Delays in China Are Buttressing Beleaguered Coal Bulls,0,-1,0,0.0,[],-1,1,0
2950,"Nat gas prices plunge on milder weather, ample supplies",0,-1,0,0.0,[],-1,1,0
2951,Natural gas futures tumble 5% and are poised to close at a nearly 4-year low,0,-1,0,0.06666666666666667,"[('natural', 0.1), ('nearly', 0.1), ('low', 0.0)]",-1,1,0
2952,Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,0,-1,0,0.06666666666666667,"[('natural', 0.1), ('daily', 0.0), ('early', 0.1)]",-1,1,0
2953,Natural Gas Price Prediction – Prices Tumble on Warm Weather Forecast,0,-1,1,0.35,"[('natural', 0.1), ('warm', 0.6)]",-1,1,0
2954,Natural gas production in the U.S. is expected to drop by the fastest pace ever next year https://t.co/2n0o5cGvOf,0,-1,0,0.0,"[('natural', 0.1), ('expected', -0.1), ('next', 0.0)]",-1,1,0
2955,Oil Bankruptcies Are Reaching Worrying Levels,0,-1,0,0.0,[],-1,1,0
2956,Oil Begins To Move Lower – Will Our Predictions Come True?,0,-1,1,0.35,"[('true', 0.35)]",-1,1,0
2957,Oil Dips as China Concern On Impeachment Adds Another Twist To Trade Deal,0,-1,0,0.0,[],-1,1,0
2958,Oil ends at its lowest level in more than a year as U.S. prices sink below $50 https://t.co/RcsR6VD6eg,0,-1,1,0.5,"[('more', 0.5)]",-1,1,0
2959,Oil futures finish lower after posting 2 consecutive weekly gains,0,-1,0,0.0,[],-1,1,0
2960,Oil majors cut 2020 spending by 22% after prices slump #CNOOC #Stock #MarketScreener https://t.co/clKmFZv2hP https://t.co/JHMTUiqx0U,0,-1,0,0.0,[],-1,1,0
2961,Oil prices fall but hold near three-month high on trade deal agreement,0,-1,1,0.13,"[('near', 0.1), ('high', 0.16)]",-1,1,0
2962,"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply… https://t.co/2RHm8CWP5G",0,-1,0,0.0,"[('recent', 0.0)]",-1,1,0
2963,Oil resumes decline as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,0,-1,0,0.0,[],-1,1,0
2964,Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting,0,-1,0,0.0,[],-1,1,0
2965,Oil slips as concerns over U.S.-China trade talks drag on,0,-1,0,-0.1,"[('drag', -0.1)]",-1,1,0
2966,Oil slips but holds near 2-month high as looming OPEC meeting expected to yield deeper cuts https://t.co/aYzVtRXGu2,0,-1,0,0.05333333333333334,"[('near', 0.1), ('high', 0.16), ('expected', -0.1)]",-1,1,0
2967,Oil trades at 3-month low https://t.co/6F8tuUZLyb,0,-1,0,0.0,"[('low', 0.0)]",-1,1,0
2968,Oil tumbles as U.S. gasoline supplies rise by most since January https://t.co/t07uydxG2K via @business https://t.co/FpfskYKqZM,0,-1,1,0.5,"[('most', 0.5)]",-1,1,0
2969,"Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove… https://t.co/eo4QwjdSqy",0,-1,-1,-0.5,"[('skeptical', -0.5)]",-1,1,1
2970,"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni… https://t.co/Akkcwcdv1d",0,-1,0,0.0,[],-1,1,0
2971,OPEC+ deal is much weaker than it looks,0,-1,1,0.2,"[('much', 0.2)]",-1,1,0
2972,Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. https://t.co/a1vhrYjPvB #business #investing #markets,0,-1,0,0.0,"[('short', 0.0)]",1,0,0
2973,Shale gas producers have a lot of problems. Count hog manure and chicken guts among them. https://t.co/tAbbumYJj5,0,-1,-1,-0.6,"[('chicken', -0.6)]",-1,1,1
2974,Shale's Debt-Fueled Drilling Boom Is Coming To An End https://t.co/aCnoTpFlvt,0,-1,0,0.0,[],-1,1,0
2975,Stock Market Update: Energy sector down nearly 3% this week,0,-1,0,-0.02777777777777779,"[('down', -0.15555555555555559), ('nearly', 0.1)]",-1,1,0
2976,Stock Market Update: WTI crude falls 3% amid concerns about oversupply,0,-1,-1,-0.7,"[('crude', -0.7)]",-1,1,1
2977,Stock Market Update: WTI crude falls back below $50 per barrel,0,-1,-1,-0.35,"[('crude', -0.7), ('back', 0.0)]",-1,1,1
2978,Stock Market Update: WTI crude gives back 1% amid nervous-sounding trade headline,0,-1,-1,-0.35,"[('crude', -0.7), ('back', 0.0)]",1,0,1
2979,Stocks Are Going Nowhere as Hope for a China Trade Deal Wavers - Barron's,0,-1,0,0.0,[],-1,1,0
2980,The coronavirus is hitting renewable energy supply chains and could hurt global energy transition https://t.co/p7MP5rTZwA,0,-1,0,0.0,"[('global', 0.0)]",-1,1,0
2981,The global oil market is drowning in excess crude as demand plummets. Insights via @CMEGroup https://t.co/JklSJKFfRS,0,-1,-1,-0.35,"[('global', 0.0), ('crude', -0.7)]",-1,1,1
2982,Trade Alert - Crude Oil Downside. Read more: https://t.co/oq1RDoKKvI #investing #stockmarket #trading,0,-1,0,-0.09999999999999998,"[('crude', -0.7), ('more', 0.5)]",-1,1,0
2983,U.S. oil futures mark lowest finish so far this month,0,-1,0,0.1,"[('far', 0.1)]",-1,1,0
2984,"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting https://t.co/WDUQEdhHtK",0,-1,1,0.5,"[('pivotal', 0.5)]",-1,1,0
2985,Why These Top Oil Stocks All Tumbled More Than 10% in January,0,-1,1,0.5,"[('top', 0.5), ('more', 0.5)]",-1,1,0
2986,Gas prices could soon drop to 99 cents a gallon in parts of the Midwest https://t.co/6WHMnyNGn6,0,-1,0,0.0,[],1,0,0
2987,"Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks https://t.co/7ymiUQWP3f",0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
2988,$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/4WRKl5WZ4N,0,-1,-1,-0.5,"[('back', 0.0), ('terrible', -1.0)]",-1,1,1
2989,$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/5vCkppVHOV,0,-1,-1,-0.5,"[('back', 0.0), ('terrible', -1.0)]",-1,1,1
2990,$ENB $CVE $IMO - Top Canadian oil producers foresee further cuts https://t.co/HuHcdWnFGd,0,-1,1,0.25,"[('top', 0.5), ('further', 0.0)]",-1,1,0
2991,$TLT $TBT $USO - Interest rates and oil carve out new lows as stocks slip https://t.co/8qemzQl6Ze,0,-1,1,0.13636363636363635,"[('new', 0.13636363636363635)]",-1,1,0
2992,$UNG $CHK $RRC - Natural gas hits the skids on warm winter weather outlook https://t.co/WZRJoML1jT,0,-1,1,0.35,"[('natural', 0.1), ('warm', 0.6)]",1,0,0
2993,$USO $OIL $UCO - Crude inventories build sharply https://t.co/Ze5rjTzPYv,0,-1,-1,-0.4125,"[('crude', -0.7), ('sharply', -0.125)]",1,0,1
2994,$USO $OIL $UCO - Crude inventory unexpectedly rise https://t.co/IbTo1Js76I,0,-1,-1,-0.3,"[('crude', -0.7), ('unexpectedly', 0.1)]",1,0,1
2995,"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp",0,-1,0,-0.033333333333333326,"[('crude', -0.7), ('rose', 0.6), ('last', 0.0)]",1,0,0
2996,$USO US Energy Information Administration.. projects US cuts of 2million BPD of crude oil,0,-1,-1,-0.7,"[('crude', -0.7)]",-1,1,1
2997,"$XB1:COM $UGA $PSX - U.S. gasoline futures in freefall, close at all-time lows https://t.co/TAPZU4L0L6",0,-1,0,0.0,[],-1,1,0
2998,$XLE $USO $BNO - Energy extends YTD loss to 15% as oil prices plunge https://t.co/m4VzJmxNUh,0,-1,0,0.0,[],-1,1,0
2999,Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,0,-1,-1,-0.125,"[('abrupt', -0.125)]",-1,1,1
3000,"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal… https://t.co/8LK2acX5mE",0,-1,1,0.11818181818181818,"[('natural', 0.1), ('new', 0.13636363636363635)]",-1,1,0
3001,Canadian oil shipments are getting snarled once again https://t.co/guijP0gyAR,0,-1,0,0.0,[],-1,1,0
3002,Commodities including crude oil and copper fell on concerns that the coronavirus would pare Chinese demand for raw… https://t.co/YiE5FCEdPo,0,-1,-1,-0.35,"[('crude', -0.7), ('chinese', 0.0)]",-1,1,1
3003,Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F,0,-1,0,0.0,[],-1,1,0
3004,"Cramer sees oil stocks in the 'death knell phase,' says they are the new tobacco https://t.co/6hY7CYl6ob",0,-1,1,0.13636363636363635,"[('new', 0.13636363636363635)]",0,0,0
3005,Energy Down Sharply As Depressed Oil Prices Seen Squeezing Shale Producers -- Energy Roundup #economy… https://t.co/X2vlmii7rL,0,-1,-1,-0.14027777777777778,"[('down', -0.15555555555555559), ('sharply', -0.125)]",-1,1,1
3006,Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d,0,-1,0,0.0,[],-1,1,0
3007,Falling Oil Prices An Economic Warning Sign | Zero Hedge https://t.co/M57og3233p,0,-1,1,0.2,"[('economic', 0.2)]",-1,1,0
3008,"For the global oil market, the coronavirus epidemic couldn't have hit a worse place https://t.co/qorAXCKzcT",0,-1,-1,-0.2,"[('global', 0.0), ('worse', -0.4)]",-1,1,1
3009,Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001 https://t.co/VesDJKIBVZ,0,-1,1,0.25,"[('first', 0.25)]",-1,1,0
3010,"'Hurricane-force headwinds' pull oil lower, but the losses aren't built to last https://t.co/MijP5GEzWU",0,-1,0,0.0,"[('last', 0.0)]",1,0,0
3011,Jet fuel demand takes a hit as coronavirus leads to travel restrictions https://t.co/F56Q9FWr8E,0,-1,0,0.0,[],-1,1,0
3012,JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and… https://t.co/mU3jLoEi1M,0,-1,-1,-0.325,"[('past', -0.25), ('decreased', -0.4)]",-1,1,1
3013,JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.… https://t.co/jmRAgMxruU,0,-1,-1,-0.25,"[('past', -0.25)]",-1,1,1
3014,"Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s… https://t.co/flxCWZiS0Z",0,-1,0,-0.05555555555555555,"[('typically', -0.16666666666666666), ('global', 0.0), ('recent', 0.0), ('low', 0.0), ('likely', 0.0), ('less', -0.16666666666666666)]",1,0,0
3015,Midstream Prices Crash: Maybe We Have Seen This Before. https://t.co/mEWYuQVc20 #business #finance #markets,0,-1,0,0.0,[],-1,1,0
3016,Natural Gas Continues To Dig A Deeper Bottom. https://t.co/QaKv8khDJG #stocks #investing #trading,0,-1,0,0.1,"[('natural', 0.1)]",0,0,0
3017,"Oil - If Demand Drops, Exports Drop. https://t.co/avCGaJKAGP #markets #stockmarket #investing",0,-1,0,0.0,[],-1,1,0
3018,"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge https://t.co/xuuXUgkjju",0,-1,-1,-0.2333333333333333,"[('confused', -0.4), ('huge', 0.4000000000000001), ('crude', -0.7)]",-1,1,1
3019,Oil drops after U.S. inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN,0,-1,0,0.0,[],-1,1,0
3020,"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears https://t.co/E3lDUFByFi",0,-1,1,0.5,"[('more', 0.5)]",-1,1,0
3021,"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/7JxMiwy1B2 https://t.co/NdB4wBml82",0,-1,0,0.0,[],-1,1,0
3022,"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/nGNnPy5ook https://t.co/QMqwCWn5Tm",0,-1,0,0.0,[],-1,1,0
3023,OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China https://t.co/j0mzuBmQbk,0,-1,0,0.0,"[('global', 0.0)]",-1,1,0
3024,Sales of Latin American oil cargoes to China have ground to a halt this week https://t.co/fTXzryY9Wf,0,-1,0,0.0,"[('american', 0.0)]",-1,1,0
3025,Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,0,-1,0,0.1,"[('natural', 0.1)]",-1,1,0
3026,"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener… https://t.co/2VuXEsk7vM",0,-1,-1,-0.175,"[('full', 0.35), ('crude', -0.7)]",-1,1,1
3027,"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research https://t.co/pm0Dv01lGW",0,-1,-1,-0.16666666666666666,"[('black', -0.16666666666666666)]",0,0,1
3028,"The crash in energy prices has hit Norway, Europe's biggest oil producer, forcing it to prop up its currency for th… https://t.co/QGwT3uy5yp",0,-1,0,0.0,[],-1,1,0
3029,The Danger Of Deeper OPEC+ Cuts https://t.co/5LPnGN9n4j,0,-1,0,0.0,[],-1,1,0
3030,"The deepening crisis at debt-ridden Eskom shut down South Africa's key mining industry for 24 hours, hitting gold a… https://t.co/DXHzj6LIkd",0,-1,0,-0.07777777777777779,"[('down', -0.15555555555555559), ('key', 0.0)]",-1,1,0
3031,The resistance levels to watch as oil falls from its highest close in almost 12 weeks https://t.co/bJbf9pxUvs https://t.co/tkFMkH7AOS,0,-1,0,0.0,[],-1,1,0
3032,Tullow Oil: diminishing reserves https://t.co/k73wE7kYpL,0,-1,0,0.0,[],-1,1,0
3033,Two Canadian rail terminal owners are unable to take oil deliveries amid the rail strike https://t.co/2o7PekCcKI,0,-1,-1,-0.5,"[('unable', -0.5)]",-1,1,1
3034,U.S. gasoline futures tumbled to their lowest level since 1999-with some pump prices already below $1-as coronaviru… https://t.co/Tt9W1qMrJj,0,-1,0,0.0,[],-1,1,0
3035,U.S. LNG producers fear more price drops as they await China buys under Phase 1 deal https://t.co/JFI0VN2QD3 https://t.co/dallBPbDVS,0,-1,1,0.5,"[('more', 0.5)]",-1,1,0
3036,U.S. Oil Inventories Rise More Than Expected #WTI #Stock #MarketScreener https://t.co/lMkNlbjinO https://t.co/wBBq3HdLZO,0,-1,1,0.2,"[('more', 0.5), ('expected', -0.1)]",-1,1,0
3037,U.S. shale gas investors brace for write-downs amid price plunge https://t.co/r1cBgB4u2P https://t.co/SRyl3mtQ6Y,0,-1,0,0.0,[],-1,1,0
3038,"US Gasoline Crashes To 50c - Lowest Since 2001 - Amid ""Unprecedented"" Demand Collapse  https://t.co/RW5FZIV94i",0,-1,1,0.6,"[('unprecedented', 0.6)]",-1,1,0
3039,"WTI crude oil slides 1.5% after surprise build in U.S. inventories
https://t.co/k4nUbMnFw1 https://t.co/7QHRf46m26",0,-1,-1,-0.7,"[('crude', -0.7)]",-1,1,1
3040,WTI Slips From 12-Week Highs After Surprise Crude Inventory Build https://t.co/IQFM0x0KXt,0,-1,-1,-0.7,"[('crude', -0.7)]",-1,1,1
3041,$USO $UNG $UGAZ - U.S. rig count falls for seventh straight week https://t.co/LZLLzMVVPX,1,1,1,0.2,"[('straight', 0.2)]",-1,0,1
3042,$USO $UNG $UGAZ - U.S. rig count trimmed by 2 in Baker Hughes survey https://t.co/JE6InmMQqL,1,1,0,0.0,[],-1,0,0
3043,$USO $XLE $OIL - OPEC+ confirms deeper oil production cut; crude oil jumps https://t.co/UCQIZjimV9,1,1,-1,-0.7,"[('crude', -0.7)]",1,1,0
3044,$UXA:COM $CCJ $URG - Uranium likely to benefit as top miner cuts output https://t.co/knMI5S5aVC,1,1,1,0.25,"[('likely', 0.0), ('top', 0.5)]",1,1,1
3045,Brent crude climbs after OPEC and its allies confirmed the new production pact https://t.co/hnnEhZkHRy,1,1,0,-0.05454545454545453,"[('crude', -0.7), ('confirmed', 0.4), ('new', 0.13636363636363635)]",1,1,0
3046,Declining Rig Counts Point To Higher Energy Prices And A Headwind For The U.S. Economy,1,1,1,0.25,"[('higher', 0.25)]",-1,0,1
3047,"Energy stocks might be due for a rebound, but a set of conundrums make the sector's potential a tricky question https://t.co/3QZ7LUB3sj",1,1,0,-0.0625,"[('due', -0.125), ('potential', 0.0)]",-1,0,0
3048,Energy tops sector leaderboard on trade optimism,1,1,0,0.0,[],1,1,0
3049,Energy Up As Exxon Cuts CapEx Spending -- Energy Roundup #economy #MarketScreener https://t.co/pZc2wlKsXZ https://t.co/TX2jWQyK1m,1,1,0,0.0,[],1,1,0
3050,Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup #economy #MarketScreener https://t.co/nr6XPt6Dgf https://t.co/nONuhHQC85,1,1,0,0.0,[],0,0,0
3051,"For All the Talk of Coal's Demise, It Still Powers the World",1,1,0,0.0,[],0,0,0
3052,Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,1,1,0,0.0,[],1,1,0
3053,"Jan. natural gas traded at $2.289/mln Btus, up 4.7 cents, or 2.1%",1,1,0,0.1,"[('natural', 0.1)]",1,1,0
3054,"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",1,1,0,0.0,[],1,1,0
3055,JUST RELEASED: Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.… https://t.co/7jbfqZG2tJ,1,1,0,-0.01666666666666668,"[('rose', 0.6), ('past', -0.25), ('decreased', -0.4)]",1,1,0
3056,Liquefied Natural Gas : Magnolia LNG EPC Contract Extended #LiquefiedNaturalGas #Stock #MarketScreener… https://t.co/c5RMB3I1lK,1,1,0,0.1,"[('natural', 0.1)]",0,0,0
3057,Natural Gas Price Forecast – Natural Gas Markets Finding Support Again,1,1,0,0.1,"[('natural', 0.1), ('natural', 0.1)]",1,1,0
3058,"Natural Gas: Production Hits All-Time High, But Prices Supported By Bullish Weather. Continue reading:… https://t.co/cXoctDD13P",1,1,1,0.13,"[('natural', 0.1), ('high', 0.16)]",1,1,1
3059,Oil boosted by renewed hopes for global production cut https://t.co/4tAO1U31nz,1,1,0,0.0,"[('global', 0.0)]",1,1,0
3060,Oil gains on fresh hopes for U.S.-China trade talks,1,1,1,0.3,"[('fresh', 0.3)]",1,1,1
3061,"Oil Hits 3-Month High, Catching up on U.S.-China News",1,1,1,0.38,"[('high', 0.16), ('catching', 0.6)]",1,1,1
3062,"Oil holds above $63 on U.S.-China trade talks optimism - SI

https://t.co/gZPHfoCcSq",1,1,0,0.0,"[('above', 0.0)]",1,1,0
3063,Oil Jumps After OPEC Agrees To 500Kbpd Production Cut https://t.co/tP6Uw4Fc46,1,1,0,0.0,[],-1,0,0
3064,Oil Markets Poised To Rise With U.S.-China Trade Deal,1,1,0,0.0,[],1,1,0
3065,"Oil nears three-month high as trade hopes, UK election boost sentiment",1,1,1,0.16,"[('high', 0.16)]",1,1,1
3066,Oil prices steady after two-day drop as growth concerns weigh,1,1,1,0.16666666666666666,"[('steady', 0.16666666666666666)]",1,1,1
3067,Oil resumes gain as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,1,1,0,0.0,[],1,1,0
3068,Oil rises 1% on Trump's optimism for a deal with China,1,1,0,0.0,[],1,1,0
3069,Oil rises a second day in 'relief rally' over China coronavirus,1,1,0,0.0,"[('second', 0.0)]",1,1,0
3070,Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,1,1,0,0.0,"[('likely', 0.0)]",1,1,0
3071,"Oil Spikes After Russia Says Ready For ""Substantial Output Cut"", But Warns 10MMb/d Cut Not Enough  https://t.co/tcIG2Zilx8",1,1,0,0.1,"[('ready', 0.2), ('not_enough', -0.0)]",-1,0,0
3072,Oil trades at 3-month high https://t.co/6F8tuUZLyb,1,1,1,0.16,"[('high', 0.16)]",1,1,1
3073,Oil's Biggest Bullish Boost Since 2016 Scores on Trade Armistice,1,1,0,0.0,[],1,1,0
3074,OPEC Delivers Bigger Cut With ABS Surprising The Market. Get more info on Seeking Alpha: https://t.co/wi5cTW6c7D… https://t.co/m97WCjZsoA,1,1,1,0.39999999999999997,"[('bigger', 0.0), ('surprising', 0.7), ('more', 0.5)]",1,1,1
3075,Qatar plans to boost LNG production to 126 million T by 2027,1,1,0,0.0,[],1,1,0
3076,Rising Crude Inventories Fail To Halt Oil Rally,1,1,-1,-0.6,"[('crude', -0.7), ('fail', -0.5)]",-1,0,0
3077,Russia backs OPEC+ oil output cuts,1,1,0,0.0,[],0,0,0
3078,Saudi Arabia surprised the oil market by pledging to implement significant additional production cuts beyond what w… https://t.co/sRj7yzfCam,1,1,1,0.2375,"[('surprised', 0.1), ('significant', 0.375)]",1,1,1
3079,"Saudi, Russia win over oil producers to deeper cuts https://t.co/yg3AXpQ4Oj https://t.co/LiiA9I8Lcp",1,1,1,0.8,"[('win', 0.8)]",1,1,1
3080,Semis Vs. Energy - A New High. https://t.co/04IZ5D953O #stocks #finance #trading,1,1,1,0.1481818181818182,"[('new', 0.13636363636363635), ('high', 0.16)]",0,0,1
3081,Stock Market Update: WTI crude rises on trade deal,1,1,-1,-0.7,"[('crude', -0.7)]",1,1,0
3082,U.S. crude flows to Europe set to rise as virus hits Asia demand,1,1,-1,-0.7,"[('crude', -0.7)]",1,1,0
3083,U.S. weekly active oil-rig count edges up by 1 to 676: Baker Hughes,1,1,-1,-0.13333333333333333,"[('active', -0.13333333333333333)]",1,1,0
3084,WTI crude oil up just 1.2% and still below 60.,1,1,-1,-0.7,"[('crude', -0.7)]",1,1,0
3085,WTI oil futures touch fresh intraday highs on Nymex,1,1,1,0.3,"[('fresh', 0.3)]",1,1,1
3086,$COMDX: Natural gas inventory showed a draw of 115 bcf vs a 137 bcf draw last week https://t.co/MujjhgPyDZ,1,1,0,0.05,"[('natural', 0.1), ('last', 0.0)]",1,1,0
3087,$COMDX: Natural gas inventory showed a draw of 201 bcf vs a 92 bcf draw last week https://t.co/CGfYWf1Unq,1,1,0,0.05,"[('natural', 0.1), ('last', 0.0)]",1,1,0
3088,$USO $UNG $UGAZ - U.S. rig count falls for fifth straight week https://t.co/UwX3Qg6gGZ,1,1,1,0.2,"[('straight', 0.2)]",-1,0,1
3089,A lot of flows over past week been positioning for Energy groups to rally Q1 2020,1,1,-1,-0.25,"[('past', -0.25)]",1,1,0
3090,Brent +4%,1,1,0,0.0,[],1,1,0
3091,"CapEcon: If Iran Closes The Strait Of Hormuz, Crude Would Jump To $150 https://t.co/wOZBIi3e85",1,1,-1,-0.7,"[('crude', -0.7)]",-1,0,0
3092,China's Need To Import LNG Is Slowing Down. https://t.co/lnpKUyNtQr #stocks #stockmarket #trading,1,1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,0,0
3093,Crude heads for weekly advance as coronavirus worries recede https://t.co/ajuzuzXNQt,1,1,-1,-0.7,"[('crude', -0.7)]",1,1,0
